,Sentence #,Word,Tag
5719,Sentence: 341,TOAN,B-COM
5720,Sentence: 341,VAN,I-COM
5721,Sentence: 341,"CO.,LTD",I-COM
5722,Sentence: 341,",",O
5723,Sentence: 341,CÔNG,B-COM
5724,Sentence: 341,TY,I-COM
5725,Sentence: 341,TNHH,I-COM
5726,Sentence: 341,Y,I-COM
5727,Sentence: 341,TẾ,I-COM
5728,Sentence: 341,TOAN,I-COM
5729,Sentence: 341,VÂN,I-COM
5730,Sentence: 342,TINYLIFE,B-COM
5731,Sentence: 342,"CO.,LTD",I-COM
5732,Sentence: 342,",",O
5733,Sentence: 342,TINYLIFE,B-COM
5734,Sentence: 342,"CO.,LTD",I-COM
5735,Sentence: 342,",",O
5736,Sentence: 342,CÔNG,B-COM
5737,Sentence: 342,TY,I-COM
5738,Sentence: 342,TNHH,I-COM
5739,Sentence: 342,TINYLIFE,I-COM
5740,Sentence: 343,CÔNG,B-COM
5741,Sentence: 343,TY,I-COM
5742,Sentence: 343,TNHH,I-COM
5743,Sentence: 343,PHÁT,I-COM
5744,Sentence: 343,TRIỂN,I-COM
5745,Sentence: 343,DỊCH,I-COM
5746,Sentence: 343,VỤ,I-COM
5747,Sentence: 343,HEFKCHA,I-COM
5748,Sentence: 343,",",O
5749,Sentence: 343,CÔNG,B-COM
5750,Sentence: 343,TY,I-COM
5751,Sentence: 343,TNHH,I-COM
5752,Sentence: 343,PHÁT,I-COM
5753,Sentence: 343,TRIỂN,I-COM
5754,Sentence: 343,DỊCH,I-COM
5755,Sentence: 343,VỤ,I-COM
5756,Sentence: 343,HEFKCHA,I-COM
5757,Sentence: 343,",",O
5758,Sentence: 343,CÔNG,B-COM
5759,Sentence: 343,TY,I-COM
5760,Sentence: 343,TNHH,I-COM
5761,Sentence: 343,PHÁT,I-COM
5762,Sentence: 343,TRIỂN,I-COM
5763,Sentence: 343,DỊCH,I-COM
5764,Sentence: 343,VỤ,I-COM
5765,Sentence: 343,HEFKCHA,I-COM
5766,Sentence: 344,CÔNG,B-COM
5767,Sentence: 344,TY,I-COM
5768,Sentence: 344,TNHH,I-COM
5769,Sentence: 344,TM,I-COM
5770,Sentence: 344,-,I-COM
5771,Sentence: 344,DV,I-COM
5772,Sentence: 344,-,I-COM
5773,Sentence: 344,CNTT,I-COM
5774,Sentence: 344,QUANG,I-COM
5775,Sentence: 344,HUY,I-COM
5776,Sentence: 344,",",O
5777,Sentence: 344,CÔNG,B-COM
5778,Sentence: 344,TY,I-COM
5779,Sentence: 344,TNHH,I-COM
5780,Sentence: 344,THƯƠNG,I-COM
5781,Sentence: 344,MẠI,I-COM
5782,Sentence: 344,-,I-COM
5783,Sentence: 344,DỊCH,I-COM
5784,Sentence: 344,VỤ,I-COM
5785,Sentence: 344,-,I-COM
5786,Sentence: 344,CÔNG,I-COM
5787,Sentence: 344,NGHỆ,I-COM
5788,Sentence: 344,THÔNG,I-COM
5789,Sentence: 344,TIN,I-COM
5790,Sentence: 344,QUANG,I-COM
5791,Sentence: 344,HUY,I-COM
5792,Sentence: 345,CÔNG,B-COM
5793,Sentence: 345,TY,I-COM
5794,Sentence: 345,TNHH,I-COM
5795,Sentence: 345,MỘT,I-COM
5796,Sentence: 345,THÀNH,I-COM
5797,Sentence: 345,VIÊN,I-COM
5798,Sentence: 345,HẢI,I-COM
5799,Sentence: 345,THIÊN,I-COM
5800,Sentence: 345,VƯƠNG,I-COM
5801,Sentence: 346,CÔNG,B-COM
5802,Sentence: 346,TY,I-COM
5803,Sentence: 346,TNHH,I-COM
5804,Sentence: 346,MỘT,I-COM
5805,Sentence: 346,THÀNH,I-COM
5806,Sentence: 346,VIÊN,I-COM
5807,Sentence: 346,TUẤN,I-COM
5808,Sentence: 346,DŨNG,I-COM
5809,Sentence: 346,BẮC,I-COM
5810,Sentence: 346,KẠN,I-COM
5811,Sentence: 347,HOA,B-COM
5812,Sentence: 347,THUAN,I-COM
5813,Sentence: 347,CAR,I-COM
5814,Sentence: 347,CARE,I-COM
5815,Sentence: 347,PRO,I-COM
5816,Sentence: 347,"CO.,",I-COM
5817,Sentence: 347,LTD,I-COM
5818,Sentence: 347,",",O
5819,Sentence: 347,HOA,B-COM
5820,Sentence: 347,THUAN,I-COM
5821,Sentence: 347,CAR,I-COM
5822,Sentence: 347,CARE,I-COM
5823,Sentence: 347,PRO,I-COM
5824,Sentence: 347,COMPANY,I-COM
5825,Sentence: 347,LIMITED,I-COM
5826,Sentence: 347,",",O
5827,Sentence: 347,CÔNG,B-COM
5828,Sentence: 347,TY,I-COM
5829,Sentence: 347,TNHH,I-COM
5830,Sentence: 347,CAR,I-COM
5831,Sentence: 347,CARE,I-COM
5832,Sentence: 347,PRO,I-COM
5833,Sentence: 347,HOÀ,I-COM
5834,Sentence: 347,THUẬN,I-COM
5835,Sentence: 348,CÔNG,B-COM
5836,Sentence: 348,TY,I-COM
5837,Sentence: 348,TRÁCH,I-COM
5838,Sentence: 348,NHIỆM,I-COM
5839,Sentence: 348,HỮU,I-COM
5840,Sentence: 348,HẠN,I-COM
5841,Sentence: 348,MINH,I-COM
5842,Sentence: 348,HOA,I-COM
5843,Sentence: 349,KHÁCH,B-COM
5844,Sentence: 349,SẠN,I-COM
5845,Sentence: 349,QUY,I-COM
5846,Sentence: 349,NHƠN,I-COM
5847,Sentence: 349,",",O
5848,Sentence: 349,HOTEL,B-COM
5849,Sentence: 349,QUY,I-COM
5850,Sentence: 349,NHON,I-COM
5851,Sentence: 349,COMPANY,I-COM
5852,Sentence: 349,LIMITED,I-COM
5853,Sentence: 349,",",O
5854,Sentence: 349,CÔNG,B-COM
5855,Sentence: 349,TY,I-COM
5856,Sentence: 349,TNHH,I-COM
5857,Sentence: 349,KHÁCH,I-COM
5858,Sentence: 349,SẠN,I-COM
5859,Sentence: 349,QUY,I-COM
5860,Sentence: 349,NHƠN,I-COM
5861,Sentence: 350,NHAT,B-COM
5862,Sentence: 350,TIEN,I-COM
5863,Sentence: 350,STEEL,I-COM
5864,Sentence: 350,",",O
5865,Sentence: 350,Nhat,B-COM
5866,Sentence: 350,Tien,I-COM
5867,Sentence: 350,Steel,I-COM
5868,Sentence: 350,Trading,I-COM
5869,Sentence: 350,Joint,I-COM
5870,Sentence: 350,Stock,I-COM
5871,Sentence: 350,Company,I-COM
5872,Sentence: 350,",",O
5873,Sentence: 350,Công,B-COM
5874,Sentence: 350,Ty,I-COM
5875,Sentence: 350,Cổ,I-COM
5876,Sentence: 350,Phần,I-COM
5877,Sentence: 350,Thương,I-COM
5878,Sentence: 350,Mại,I-COM
5879,Sentence: 350,Thép,I-COM
5880,Sentence: 350,Nhật,I-COM
5881,Sentence: 350,Tiến,I-COM
5882,Sentence: 351,ECOLIFE,B-COM
5883,Sentence: 351,".,",I-COM
5884,Sentence: 351,JSC,I-COM
5885,Sentence: 351,",",O
5886,Sentence: 351,ECOLIFE,B-COM
5887,Sentence: 351,".,",I-COM
5888,Sentence: 351,JSC,I-COM
5889,Sentence: 351,",",O
5890,Sentence: 351,CÔNG,B-COM
5891,Sentence: 351,TY,I-COM
5892,Sentence: 351,CỔ,I-COM
5893,Sentence: 351,PHẦN,I-COM
5894,Sentence: 351,ECOLIFE,I-COM
5895,Sentence: 351,VIỆT,I-COM
5896,Sentence: 351,NAM,I-COM
5897,Sentence: 352,CÔNG,B-COM
5898,Sentence: 352,TY,I-COM
5899,Sentence: 352,TNHH,I-COM
5900,Sentence: 352,MTV,I-COM
5901,Sentence: 352,THỊNH,I-COM
5902,Sentence: 352,ĐẠT,I-COM
5903,Sentence: 352,ĐẮK,I-COM
5904,Sentence: 352,NÔNG,I-COM
5905,Sentence: 353,CÔNG,B-COM
5906,Sentence: 353,TY,I-COM
5907,Sentence: 353,TNHH,I-COM
5908,Sentence: 353,DỊCH,I-COM
5909,Sentence: 353,VỤ,I-COM
5910,Sentence: 353,DU,I-COM
5911,Sentence: 353,LỊCH,I-COM
5912,Sentence: 353,TRƯỜNG,I-COM
5913,Sentence: 353,ANH,I-COM
5914,Sentence: 354,MINH,B-COM
5915,Sentence: 354,NGOC,I-COM
5916,Sentence: 354,"CO.,",I-COM
5917,Sentence: 354,LTD,I-COM
5918,Sentence: 354,",",O
5919,Sentence: 354,CÔNG,B-COM
5920,Sentence: 354,TY,I-COM
5921,Sentence: 354,MINH,I-COM
5922,Sentence: 354,NGỌC,I-COM
5923,Sentence: 354,-,I-COM
5924,Sentence: 354,(TNHH),I-COM
5925,Sentence: 355,CÔNG,B-COM
5926,Sentence: 355,TY,I-COM
5927,Sentence: 355,TNHH,I-COM
5928,Sentence: 355,ĐẦU,I-COM
5929,Sentence: 355,TƯ,I-COM
5930,Sentence: 355,VÀ,I-COM
5931,Sentence: 355,PHÁT,I-COM
5932,Sentence: 355,TRIỂN,I-COM
5933,Sentence: 355,NÔNG,I-COM
5934,Sentence: 355,NGHIỆP,I-COM
5935,Sentence: 355,ĐẠI,I-COM
5936,Sentence: 355,VIỆT,I-COM
5937,Sentence: 356,ENVICHEMCO,B-COM
5938,Sentence: 356,",",O
5939,Sentence: 356,ENVIRONMENT,B-COM
5940,Sentence: 356,CHEMISTRY,I-COM
5941,Sentence: 356,TECHNOLOGY,I-COM
5942,Sentence: 356,DEVELOPMENT,I-COM
5943,Sentence: 356,COMPANY,I-COM
5944,Sentence: 356,LIMITED,I-COM
5945,Sentence: 356,",",O
5946,Sentence: 356,CÔNG,B-COM
5947,Sentence: 356,TY,I-COM
5948,Sentence: 356,TNHH,I-COM
5949,Sentence: 356,PHÁT,I-COM
5950,Sentence: 356,TRIỂN,I-COM
5951,Sentence: 356,CÔNG,I-COM
5952,Sentence: 356,NGHỆ,I-COM
5953,Sentence: 356,E&C,I-COM
5954,Sentence: 357,CÔNG,B-COM
5955,Sentence: 357,TY,I-COM
5956,Sentence: 357,TNHH,I-COM
5957,Sentence: 357,MỘT,I-COM
5958,Sentence: 357,THÀNH,I-COM
5959,Sentence: 357,VIÊN,I-COM
5960,Sentence: 357,THƯƠNG,I-COM
5961,Sentence: 357,MẠI,I-COM
5962,Sentence: 357,DỊCH,I-COM
5963,Sentence: 357,VỤ,I-COM
5964,Sentence: 357,MỰC,I-COM
5965,Sentence: 357,IN,I-COM
5966,Sentence: 357,TÂN,I-COM
5967,Sentence: 357,ĐẠI,I-COM
5968,Sentence: 357,PHÁT,I-COM
5969,Sentence: 358,TNH,B-COM
5970,Sentence: 358,GROUP,I-COM
5971,Sentence: 358,",",O
5972,Sentence: 358,Công,B-COM
5973,Sentence: 358,Ty,I-COM
5974,Sentence: 358,Cổ,I-COM
5975,Sentence: 358,Phần,I-COM
5976,Sentence: 358,Tập,I-COM
5977,Sentence: 358,Đoàn,I-COM
5978,Sentence: 358,Tnh,I-COM
5979,Sentence: 358,Group,I-COM
5980,Sentence: 359,ANH,B-COM
5981,Sentence: 359,DUC,I-COM
5982,Sentence: 359,MATERIALS,I-COM
5983,Sentence: 359,AND,I-COM
5984,Sentence: 359,ENVIRONMENT,I-COM
5985,Sentence: 359,COMPANY,I-COM
5986,Sentence: 359,LIMITED,I-COM
5987,Sentence: 359,",",O
5988,Sentence: 359,ANH,B-COM
5989,Sentence: 359,DUC,I-COM
5990,Sentence: 359,MATERIALS,I-COM
5991,Sentence: 359,AND,I-COM
5992,Sentence: 359,ENVIRONMENT,I-COM
5993,Sentence: 359,COMPANY,I-COM
5994,Sentence: 359,LIMITED,I-COM
5995,Sentence: 359,",",O
5996,Sentence: 359,CÔNG,B-COM
5997,Sentence: 359,TY,I-COM
5998,Sentence: 359,TNHH,I-COM
5999,Sentence: 359,PHẾ,I-COM
6000,Sentence: 359,LIỆU,I-COM
6001,Sentence: 359,VÀ,I-COM
6002,Sentence: 359,MÔI,I-COM
6003,Sentence: 359,TRƯỜNG,I-COM
6004,Sentence: 359,ANH,I-COM
6005,Sentence: 359,ĐỨC,I-COM
6006,Sentence: 360,WHEY,B-COM
6007,Sentence: 360,VITAMIN,I-COM
6008,Sentence: 360,CARE,I-COM
6009,Sentence: 360,JOINT,I-COM
6010,Sentence: 360,STOCK,I-COM
6011,Sentence: 360,COMPANY,I-COM
6012,Sentence: 360,",",O
6013,Sentence: 360,Công,B-COM
6014,Sentence: 360,Ty,I-COM
6015,Sentence: 360,Cổ,I-COM
6016,Sentence: 360,Phần,I-COM
6017,Sentence: 360,Whey,I-COM
6018,Sentence: 360,Vitamin,I-COM
6019,Sentence: 360,Care,I-COM
6020,Sentence: 361,CÔNG,B-COM
6021,Sentence: 361,TY,I-COM
6022,Sentence: 361,TNHH,I-COM
6023,Sentence: 361,MỘT,I-COM
6024,Sentence: 361,THÀNH,I-COM
6025,Sentence: 361,VIÊN,I-COM
6026,Sentence: 361,THƯƠNG,I-COM
6027,Sentence: 361,MẠI,I-COM
6028,Sentence: 361,THỰC,I-COM
6029,Sentence: 361,PHẨM,I-COM
6030,Sentence: 361,XANH,I-COM
6031,Sentence: 362,PHU,B-COM
6032,Sentence: 362,AN,I-COM
6033,Sentence: 362,CONSTRUCTION,I-COM
6034,Sentence: 362,INVESTMENT,I-COM
6035,Sentence: 362,SERVICE,I-COM
6036,Sentence: 362,TRADING,I-COM
6037,Sentence: 362,COMPANY,I-COM
6038,Sentence: 362,LIMIT,I-COM
6039,Sentence: 362,",",O
6040,Sentence: 362,PHU,B-COM
6041,Sentence: 362,AN,I-COM
6042,Sentence: 362,CONSTRUCTION,I-COM
6043,Sentence: 362,INVESTMENT,I-COM
6044,Sentence: 362,SERVICE,I-COM
6045,Sentence: 362,TRADING,I-COM
6046,Sentence: 362,COMPANY,I-COM
6047,Sentence: 362,LIMIT,I-COM
6048,Sentence: 362,",",O
6049,Sentence: 362,CÔNG,B-COM
6050,Sentence: 362,TY,I-COM
6051,Sentence: 362,TNHH,I-COM
6052,Sentence: 362,THƯƠNG,I-COM
6053,Sentence: 362,MẠI,I-COM
6054,Sentence: 362,DỊCH,I-COM
6055,Sentence: 362,VỤ,I-COM
6056,Sentence: 362,ĐẦU,I-COM
6057,Sentence: 362,TƯ,I-COM
6058,Sentence: 362,XÂY,I-COM
6059,Sentence: 362,DỰNG,I-COM
6060,Sentence: 362,PHÚ,I-COM
6061,Sentence: 362,AN,I-COM
6062,Sentence: 363,LOC,B-COM
6063,Sentence: 363,PHAT,I-COM
6064,Sentence: 363,REAL,I-COM
6065,Sentence: 363,ESTATE,I-COM
6066,Sentence: 363,",",O
6067,Sentence: 363,LOC,B-COM
6068,Sentence: 363,PHAT,I-COM
6069,Sentence: 363,REAL,I-COM
6070,Sentence: 363,ESTATE,I-COM
6071,Sentence: 363,",",O
6072,Sentence: 363,CÔNG,B-COM
6073,Sentence: 363,TY,I-COM
6074,Sentence: 363,TNHH,I-COM
6075,Sentence: 363,ĐẦU,I-COM
6076,Sentence: 363,TƯ,I-COM
6077,Sentence: 363,KINH,I-COM
6078,Sentence: 363,DOANH,I-COM
6079,Sentence: 363,BẤT,I-COM
6080,Sentence: 363,ĐỘNG,I-COM
6081,Sentence: 363,SẢN,I-COM
6082,Sentence: 363,LỘC,I-COM
6083,Sentence: 363,PHÁT,I-COM
6084,Sentence: 364,PL,B-COM
6085,Sentence: 364,GREEN,I-COM
6086,Sentence: 364,CACTUS,I-COM
6087,Sentence: 364,"CO.,LTD",I-COM
6088,Sentence: 364,",",O
6089,Sentence: 364,PL,B-COM
6090,Sentence: 364,GREEN,I-COM
6091,Sentence: 364,CACTUS,I-COM
6092,Sentence: 364,"CO.,LTD",I-COM
6093,Sentence: 364,",",O
6094,Sentence: 364,CÔNG,B-COM
6095,Sentence: 364,TY,I-COM
6096,Sentence: 364,TNHH,I-COM
6097,Sentence: 364,PL,I-COM
6098,Sentence: 364,GREEN,I-COM
6099,Sentence: 364,CACTUS,I-COM
6100,Sentence: 365,THANG,B-COM
6101,Sentence: 365,TOAN,I-COM
6102,Sentence: 365,STEEL,I-COM
6103,Sentence: 365,IRON,I-COM
6104,Sentence: 365,TRADING,I-COM
6105,Sentence: 365,COMPANY,I-COM
6106,Sentence: 365,LIMITED,I-COM
6107,Sentence: 365,",",O
6108,Sentence: 365,THANG,B-COM
6109,Sentence: 365,TOAN,I-COM
6110,Sentence: 365,STEEL,I-COM
6111,Sentence: 365,IRON,I-COM
6112,Sentence: 365,TRADING,I-COM
6113,Sentence: 365,COMPANY,I-COM
6114,Sentence: 365,LIMITED,I-COM
6115,Sentence: 365,",",O
6116,Sentence: 365,CÔNG,B-COM
6117,Sentence: 365,TY,I-COM
6118,Sentence: 365,TNHH,I-COM
6119,Sentence: 365,THƯƠNG,I-COM
6120,Sentence: 365,MẠI,I-COM
6121,Sentence: 365,SẮT,I-COM
6122,Sentence: 365,THÉP,I-COM
6123,Sentence: 365,THẮNG,I-COM
6124,Sentence: 365,TOÀN,I-COM
6125,Sentence: 366,NGAN,B-COM
6126,Sentence: 366,CAN,I-COM
6127,Sentence: 366,"CO.,LTD",I-COM
6128,Sentence: 366,",",O
6129,Sentence: 366,NGAN,B-COM
6130,Sentence: 366,CAN,I-COM
6131,Sentence: 366,"CO.,LTD",I-COM
6132,Sentence: 366,",",O
6133,Sentence: 366,CÔNG,B-COM
6134,Sentence: 366,TY,I-COM
6135,Sentence: 366,TNHH,I-COM
6136,Sentence: 366,MỘT,I-COM
6137,Sentence: 366,THÀNH,I-COM
6138,Sentence: 366,VIÊN,I-COM
6139,Sentence: 366,DỊCH,I-COM
6140,Sentence: 366,VỤ,I-COM
6141,Sentence: 366,THƯƠNG,I-COM
6142,Sentence: 366,MẠI,I-COM
6143,Sentence: 366,NGÀN,I-COM
6144,Sentence: 366,CÂN,I-COM
6145,Sentence: 367,ANH,B-COM
6146,Sentence: 367,DUNG,I-COM
6147,Sentence: 367,CT,I-COM
6148,Sentence: 367,SERVICE,I-COM
6149,Sentence: 367,AND,I-COM
6150,Sentence: 367,IMPORT,I-COM
6151,Sentence: 367,EXPORT,I-COM
6152,Sentence: 367,TRADING,I-COM
6153,Sentence: 367,PRODUCTION,I-COM
6154,Sentence: 367,CO,I-COM
6155,Sentence: 367,",",O
6156,Sentence: 367,ANH,B-COM
6157,Sentence: 367,DUNG,I-COM
6158,Sentence: 367,CT,I-COM
6159,Sentence: 367,SERVICE,I-COM
6160,Sentence: 367,AND,I-COM
6161,Sentence: 367,IMPORT,I-COM
6162,Sentence: 367,EXPORT,I-COM
6163,Sentence: 367,TRADING,I-COM
6164,Sentence: 367,PRODUCTION,I-COM
6165,Sentence: 367,CO,I-COM
6166,Sentence: 367,",",O
6167,Sentence: 367,CÔNG,B-COM
6168,Sentence: 367,TY,I-COM
6169,Sentence: 367,TNHH,I-COM
6170,Sentence: 367,SẢN,I-COM
6171,Sentence: 367,XUẤT,I-COM
6172,Sentence: 367,THƯƠNG,I-COM
6173,Sentence: 367,MẠI,I-COM
6174,Sentence: 367,XUẤT,I-COM
6175,Sentence: 367,NHẬP,I-COM
6176,Sentence: 367,KHẨU,I-COM
6177,Sentence: 367,VÀ,I-COM
6178,Sentence: 367,DỊCH,I-COM
6179,Sentence: 367,VỤ,I-COM
6180,Sentence: 367,ANH,I-COM
6181,Sentence: 367,DŨNG,I-COM
6182,Sentence: 367,CT,I-COM
6183,Sentence: 368,DAI,B-COM
6184,Sentence: 368,AN,I-COM
6185,Sentence: 368,ANIMAL,I-COM
6186,Sentence: 368,FOOD,I-COM
6187,Sentence: 368,PRODUCTION,I-COM
6188,Sentence: 368,COMPANY,I-COM
6189,Sentence: 368,LIMITED,I-COM
6190,Sentence: 368,",",O
6191,Sentence: 368,DAI,B-COM
6192,Sentence: 368,AN,I-COM
6193,Sentence: 368,ANIMAL,I-COM
6194,Sentence: 368,FOOD,I-COM
6195,Sentence: 368,PRODUCTION,I-COM
6196,Sentence: 368,COMPANY,I-COM
6197,Sentence: 368,LIMITED,I-COM
6198,Sentence: 368,",",O
6199,Sentence: 368,CÔNG,B-COM
6200,Sentence: 368,TY,I-COM
6201,Sentence: 368,TNHH,I-COM
6202,Sentence: 368,SẢN,I-COM
6203,Sentence: 368,XUẤT,I-COM
6204,Sentence: 368,THỨC,I-COM
6205,Sentence: 368,ĂN,I-COM
6206,Sentence: 368,GIA,I-COM
6207,Sentence: 368,SÚC,I-COM
6208,Sentence: 368,ĐẠI,I-COM
6209,Sentence: 368,AN,I-COM
6210,Sentence: 369,CÔNG,B-COM
6211,Sentence: 369,TY,I-COM
6212,Sentence: 369,TNHH,I-COM
6213,Sentence: 369,NAM,I-COM
6214,Sentence: 369,PHƯƠNG,I-COM
6215,Sentence: 369,NAM,I-COM
6216,Sentence: 370,HAI,B-COM
6217,Sentence: 370,SON,I-COM
6218,Sentence: 370,COFFEE,I-COM
6219,Sentence: 370,PRODUCTION,I-COM
6220,Sentence: 370,"CO.,LTD",I-COM
6221,Sentence: 370,",",O
6222,Sentence: 370,HAI,B-COM
6223,Sentence: 370,SON,I-COM
6224,Sentence: 370,COFFEE,I-COM
6225,Sentence: 370,PRODUCTION,I-COM
6226,Sentence: 370,"CO.,LTD",I-COM
6227,Sentence: 370,",",O
6228,Sentence: 370,CÔNG,B-COM
6229,Sentence: 370,TY,I-COM
6230,Sentence: 370,TNHH,I-COM
6231,Sentence: 370,SẢN,I-COM
6232,Sentence: 370,XUẤT,I-COM
6233,Sentence: 370,CÀ,I-COM
6234,Sentence: 370,PHÊ,I-COM
6235,Sentence: 370,HẢI,I-COM
6236,Sentence: 370,SƠN,I-COM
6237,Sentence: 371,CÔNG,B-COM
6238,Sentence: 371,TY,I-COM
6239,Sentence: 371,TNHH,I-COM
6240,Sentence: 371,PHÚC,I-COM
6241,Sentence: 371,LỘC,I-COM
6242,Sentence: 371,THỌ,I-COM
6243,Sentence: 372,CÔNG,B-COM
6244,Sentence: 372,TY,I-COM
6245,Sentence: 372,TNHH,I-COM
6246,Sentence: 372,TÍN,I-COM
6247,Sentence: 372,THẢO,I-COM
6248,Sentence: 372,(,I-COM
6249,Sentence: 372,NỘP,I-COM
6250,Sentence: 372,THAY,I-COM
6251,Sentence: 372,NHÀ,I-COM
6252,Sentence: 372,THẦU,I-COM
6253,Sentence: 372,NƯỚC,I-COM
6254,Sentence: 372,NGOÀI,I-COM
6255,Sentence: 372,),I-COM
6256,Sentence: 373,GIA,B-COM
6257,Sentence: 373,HUNG,I-COM
6258,Sentence: 373,GARMENT,I-COM
6259,Sentence: 373,"CO.,",I-COM
6260,Sentence: 373,LTD,I-COM
6261,Sentence: 373,",",O
6262,Sentence: 373,GIA,B-COM
6263,Sentence: 373,HUNG,I-COM
6264,Sentence: 373,GARMENT,I-COM
6265,Sentence: 373,"CO.,",I-COM
6266,Sentence: 373,LTD,I-COM
6267,Sentence: 373,",",O
6268,Sentence: 373,CÔNG,B-COM
6269,Sentence: 373,TY,I-COM
6270,Sentence: 373,TNHH,I-COM
6271,Sentence: 373,MAY,I-COM
6272,Sentence: 373,MẶC,I-COM
6273,Sentence: 373,GIA,I-COM
6274,Sentence: 373,HƯNG,I-COM
6275,Sentence: 374,CÔNG,B-COM
6276,Sentence: 374,TY,I-COM
6277,Sentence: 374,CỔ,I-COM
6278,Sentence: 374,PHẦN,I-COM
6279,Sentence: 374,SẢN,I-COM
6280,Sentence: 374,XUẤT,I-COM
6281,Sentence: 374,VÀ,I-COM
6282,Sentence: 374,THƯƠNG,I-COM
6283,Sentence: 374,MẠI,I-COM
6284,Sentence: 374,THỊNH,I-COM
6285,Sentence: 374,THẢO,I-COM
6286,Sentence: 375,CÔNG,B-COM
6287,Sentence: 375,TY,I-COM
6288,Sentence: 375,TNHH,I-COM
6289,Sentence: 375,MỘT,I-COM
6290,Sentence: 375,THÀNH,I-COM
6291,Sentence: 375,VIÊN,I-COM
6292,Sentence: 375,PHƯƠNG,I-COM
6293,Sentence: 375,NGỌC,I-COM
6294,Sentence: 375,LOAN,I-COM
6295,Sentence: 376,BAOQUAN,B-COM
6296,Sentence: 376,HN,I-COM
6297,Sentence: 376,".,",I-COM
6298,Sentence: 376,JSC,I-COM
6299,Sentence: 376,",",O
6300,Sentence: 376,CÔNG,B-COM
6301,Sentence: 376,TY,I-COM
6302,Sentence: 376,CỔ,I-COM
6303,Sentence: 376,PHẦN,I-COM
6304,Sentence: 376,THƯƠNG,I-COM
6305,Sentence: 376,MẠI,I-COM
6306,Sentence: 376,VÀ,I-COM
6307,Sentence: 376,ĐẦU,I-COM
6308,Sentence: 376,TƯ,I-COM
6309,Sentence: 376,BẢO,I-COM
6310,Sentence: 376,QUÂN,I-COM
6311,Sentence: 376,HÀ,I-COM
6312,Sentence: 376,NỘI,I-COM
6313,Sentence: 377,MY,B-COM
6314,Sentence: 377,THINH,I-COM
6315,Sentence: 377,GST,I-COM
6316,Sentence: 377,CO,I-COM
6317,Sentence: 377,".,LTD",I-COM
6318,Sentence: 377,",",O
6319,Sentence: 377,MY,B-COM
6320,Sentence: 377,THINH,I-COM
6321,Sentence: 377,GST,I-COM
6322,Sentence: 377,CO,I-COM
6323,Sentence: 377,".,LTD",I-COM
6324,Sentence: 377,",",O
6325,Sentence: 377,CÔNG,B-COM
6326,Sentence: 377,TY,I-COM
6327,Sentence: 377,TNHH,I-COM
6328,Sentence: 377,THƯƠNG,I-COM
6329,Sentence: 377,MẠI,I-COM
6330,Sentence: 377,VÀ,I-COM
6331,Sentence: 377,DỊCH,I-COM
6332,Sentence: 377,VỤ,I-COM
6333,Sentence: 377,TỔNG,I-COM
6334,Sentence: 377,HỢP,I-COM
6335,Sentence: 377,MỸ,I-COM
6336,Sentence: 377,THỊNH,I-COM
6337,Sentence: 378,RE,B-COM
6338,Sentence: 378,HOME,I-COM
6339,Sentence: 378,SERVICES,I-COM
6340,Sentence: 378,TRADING,I-COM
6341,Sentence: 378,COMPANY,I-COM
6342,Sentence: 378,LIMITED,I-COM
6343,Sentence: 378,",",O
6344,Sentence: 378,RE,B-COM
6345,Sentence: 378,HOME,I-COM
6346,Sentence: 378,SERVICES,I-COM
6347,Sentence: 378,TRADING,I-COM
6348,Sentence: 378,COMPANY,I-COM
6349,Sentence: 378,LIMITED,I-COM
6350,Sentence: 378,",",O
6351,Sentence: 378,CÔNG,B-COM
6352,Sentence: 378,TY,I-COM
6353,Sentence: 378,TNHH,I-COM
6354,Sentence: 378,THƯƠNG,I-COM
6355,Sentence: 378,MẠI,I-COM
6356,Sentence: 378,DỊCH,I-COM
6357,Sentence: 378,VỤ,I-COM
6358,Sentence: 378,RE,I-COM
6359,Sentence: 378,HOME,I-COM
6360,Sentence: 379,DANH,B-COM
6361,Sentence: 379,DUC,I-COM
6362,Sentence: 379,VIET,I-COM
6363,Sentence: 379,NAM,I-COM
6364,Sentence: 379,COMPANY,I-COM
6365,Sentence: 379,LIMITED,I-COM
6366,Sentence: 379,",",O
6367,Sentence: 379,CÔNG,B-COM
6368,Sentence: 379,TY,I-COM
6369,Sentence: 379,TNHH,I-COM
6370,Sentence: 379,DANH,I-COM
6371,Sentence: 379,ĐỨC,I-COM
6372,Sentence: 379,VIỆT,I-COM
6373,Sentence: 379,NAM,I-COM
6374,Sentence: 380,Công,B-COM
6375,Sentence: 380,Ty,I-COM
6376,Sentence: 380,Trách,I-COM
6377,Sentence: 380,Nhiệm,I-COM
6378,Sentence: 380,Hữu,I-COM
6379,Sentence: 380,Hạn,I-COM
6380,Sentence: 380,Một,I-COM
6381,Sentence: 380,Thành,I-COM
6382,Sentence: 380,Viên,I-COM
6383,Sentence: 380,Công,I-COM
6384,Sentence: 380,Nghệ,I-COM
6385,Sentence: 380,Xanh,I-COM
6386,Sentence: 380,Pqđ,I-COM
6387,Sentence: 381,HAI,B-COM
6388,Sentence: 381,PHONG,I-COM
6389,Sentence: 381,-,I-COM
6390,Sentence: 381,NHON,I-COM
